tax_id	species	genus	family	order	class	phylum	superkingdom
12308	Astrothelium_subrufescens	Astrothelium	Trypetheliaceae	Trypetheliales	Dothideomycetes	Ascomycota	Fungi
12309	Hypotrachyna_livida	Hypotrachyna	Parmeliaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi
12310	Amanita_pinophila	Amanita	Amanitaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12311	Inocybe_vestalis	Inocybe	Inocybaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12312	Hyalorbilia_ulicicola	Hyalorbilia	Orbiliaceae	Orbiliales	Orbiliomycetes	Ascomycota	Fungi
12313	Thelephora_asperula	Thelephora	Thelephoraceae	Thelephorales	Agaricomycetes	Basidiomycota	Fungi
12314	Pyxine_meissnerina	Pyxine	Caliciaceae	Caliciales	Lecanoromycetes	Ascomycota	Fungi
12315	Bacidia_fuscopallida	Bacidia	Ramalinaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi
12316	Myelochroa_sp	Myelochroa	Parmeliaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi
12317	Myelochroa_entotheiochroa	Myelochroa	Parmeliaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi
12318	Nodobryoria_abbreviata	Nodobryoria	Parmeliaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi
12319	Bryostigma_muscigenum	Bryostigma	Arthoniales_fam_Incertae_sedis	Arthoniales	Arthoniomycetes	Ascomycota	Fungi
12320	Pilaira_caucasica	Pilaira	Mucoraceae	Mucorales	Mucoromycetes	Mucoromycota	Fungi
12321	Lentaria_micheneri	Lentaria	Lentariaceae	Gomphales	Agaricomycetes	Basidiomycota	Fungi
12322	Waltergamsia_hennebertii	Waltergamsia	Bionectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
12323	Perenniporia_eugeissonae	Perenniporia	Polyporaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi
12324	Hormonema_viticola	Hormonema	Dothideales_fam_Incertae_sedis	Dothideales	Dothideomycetes	Ascomycota	Fungi
12325	Bjerkandera_fulgida	Bjerkandera	Phanerochaetaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi
12326	Lyophyllum_konradianum	Lyophyllum	Lyophyllaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12327	Nigrocarnea_radicata	Nigrocarnea	Lyophyllaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12328	Skeletocutis_odora	Skeletocutis	Incrustoporiaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi
12329	Skeletocutis_chrysella	Skeletocutis	Incrustoporiaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi
12330	Gomphus_clavatus	Gomphus	Gomphaceae	Gomphales	Agaricomycetes	Basidiomycota	Fungi
12331	Russula_tawai	Russula	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
12332	Descolea_maculata	Descolea	Bolbitiaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12333	Descolea_quercina	Descolea	Bolbitiaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12334	Sertulicium_vernale	Sertulicium	Trechisporales_fam_Incertae_sedis	Trechisporales	Agaricomycetes	Basidiomycota	Fungi
12335	Hanseniaspora_jakobsenii	Hanseniaspora	Saccharomycodaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
12336	Stereocaulon_pileatum	Stereocaulon	Cladoniaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi
12337	Psora_taurensis	Psora	Psoraceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi
12338	Usnea_crocata	Usnea	Parmeliaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi
12339	Thelidium_auruntii	Thelidium	Verrucariaceae	Verrucariales	Eurotiomycetes	Ascomycota	Fungi
12340	Verrucaria_latebrosa	Verrucaria	Verrucariaceae	Verrucariales	Eurotiomycetes	Ascomycota	Fungi
12341	Coprinopsis_annulopora	Coprinopsis	Psathyrellaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12342	Coprinopsis_romagnesiana	Coprinopsis	Psathyrellaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12343	Russula_clavatohyphata	Russula	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
12344	Constantinomyces_minimus	Constantinomyces	Teratosphaeriaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi
12345	Fissuroma_aggregatum	Fissuroma	Aigialaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
12346	Chlorociboria_aeruginosa	Chlorociboria	Chlorociboriaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
12347	Scorias_leucadendri	Scorias	Capnodiaceae	Capnodiales	Dothideomycetes	Ascomycota	Fungi
12348	Teratosphaeria_encephalarti	Teratosphaeria	Teratosphaeriaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi
12349	Russula_violaceoincarnata	Russula	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
12350	Atractospora_aquatica	Atractospora	Atractosporaceae	Atractosporales	Sordariomycetes	Ascomycota	Fungi
12351	Paragymnopus_perforans	Paragymnopus	Omphalotaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12352	Pannaria_hookeri	Pannaria	Pannariaceae	Peltigerales	Lecanoromycetes	Ascomycota	Fungi
12353	Pannaria_conoplea	Pannaria	Pannariaceae	Peltigerales	Lecanoromycetes	Ascomycota	Fungi
12354	Nakataea_oryzae	Nakataea	Magnaporthaceae	Magnaporthales	Sordariomycetes	Ascomycota	Fungi
12355	Helvella_crispoides	Helvella	Helvellaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
12356	Diplococcium_mirabile	Diplococcium	Helminthosphaeriaceae	Sordariales	Sordariomycetes	Ascomycota	Fungi
12357	Lactarius_pallidus	Lactarius	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
12358	Absidia_psychrophilia	Absidia	Cunninghamellaceae	Mucorales	Mucoromycetes	Mucoromycota	Fungi
12359	Lactarius_flexuosus	Lactarius	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
12360	Tripospora_tripos	Tripospora	Coryneliaceae	Coryneliales	Eurotiomycetes	Ascomycota	Fungi
12361	Linnemannia_longigemmata	Linnemannia	Mortierellaceae	Mortierellales	Mortierellomycetes	Mortierellomycota	Fungi
12362	Tulostoma_brumale	Tulostoma	Agaricaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12363	Conocybe_antipus	Conocybe	Bolbitiaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12364	Lepiota_cingulum	Lepiota	Agaricaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12365	Verrucaria_muralis	Verrucaria	Verrucariaceae	Verrucariales	Eurotiomycetes	Ascomycota	Fungi
12366	Ramaria_cistophila	Ramaria	Gomphaceae	Gomphales	Agaricomycetes	Basidiomycota	Fungi
12367	Leptospora_chromolaenae	Leptospora	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
12368	Rachicladosporium_americanum	Rachicladosporium	Cladosporiaceae	Cladosporiales	Dothideomycetes	Ascomycota	Fungi
12369	Phaeocollybia_dissiliens	Phaeocollybia	Hymenogastraceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12370	Rachicladosporium_luculiae	Rachicladosporium	Cladosporiaceae	Cladosporiales	Dothideomycetes	Ascomycota	Fungi
12371	Hygrophoropsis_rufa	Hygrophoropsis	Hygrophoropsidaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi
12372	Udeniomyces_sp	Udeniomyces	Mrakiaceae	Cystofilobasidiales	Tremellomycetes	Basidiomycota	Fungi
12373	Toxicocladosporium_velox	Toxicocladosporium	Cladosporiaceae	Cladosporiales	Dothideomycetes	Ascomycota	Fungi
12374	Magnaporthiopsis_gadigal	Magnaporthiopsis	Magnaporthaceae	Magnaporthales	Sordariomycetes	Ascomycota	Fungi
12375	Cortinarius_nigrocuspidatus	Cortinarius	Cortinariaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12376	Cortinarius_aprinus	Cortinarius	Cortinariaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12377	Ramariopsis_pulchella	Ramariopsis	Clavariaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12378	Cora_aturucoa	Cora	Hygrophoraceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12379	Erysiphe_lonicerae	Erysiphe	Erysiphaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
12380	Owingsia_umbellifera	Owingsia	Physalacriaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12381	Trichomerium_leigongense	Trichomerium	Trichomeriaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi
12382	Trichomerium_deniquelatum	Trichomerium	Trichomeriaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi
12383	Trichomerium_dioscoreae	Trichomerium	Trichomeriaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi
12384	Psathyrella_fibrillosa	Psathyrella	Psathyrellaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12385	Cortinarius_belleri	Cortinarius	Cortinariaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12386	Tintelnotia_sp	Tintelnotia	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
12387	Conocybula_longistipitata	Conocybula	Bolbitiaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12388	Amesia_gelasinospora	Amesia	Chaetomiaceae	Sordariales	Sordariomycetes	Ascomycota	Fungi
12389	Magnaporthiopsis_panicorum	Magnaporthiopsis	Magnaporthaceae	Magnaporthales	Sordariomycetes	Ascomycota	Fungi
12390	Omnidemptus_affinis	Omnidemptus	Magnaporthaceae	Magnaporthales	Sordariomycetes	Ascomycota	Fungi
12391	Falciphora_oryzae	Falciphora	Magnaporthaceae	Magnaporthales	Sordariomycetes	Ascomycota	Fungi
12392	Chaetomidium_leptoderma	Chaetomidium	Chaetomiaceae	Sordariales	Sordariomycetes	Ascomycota	Fungi
12393	Owingsia_sp	Owingsia	Physalacriaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12394	Imleria_floridana	Imleria	Boletaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi
12395	Fistulina_antarctica	Fistulina	Agaricales_fam_Incertae_sedis	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12396	Orbilia_arachnovinosa	Orbilia	Orbiliaceae	Orbiliales	Orbiliomycetes	Ascomycota	Fungi
12397	Pulverulina_sp	Pulverulina	Porotheleaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12398	Cortinarius_raphanoides	Cortinarius	Cortinariaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12399	Sugiyamaella_boreocaroliniensis	Sugiyamaella	Trichomonascaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
12400	Xerocomus_potaroensis	Xerocomus	Boletaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi
12401	Omnidemptus_graminis	Omnidemptus	Magnaporthaceae	Magnaporthales	Sordariomycetes	Ascomycota	Fungi
12402	Sugiyamaella_valdiviana	Sugiyamaella	Trichomonascaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
12403	Phylloporus_grossus	Phylloporus	Boletaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi
12404	Sticta_subscrobiculata	Sticta	Peltigeraceae	Peltigerales	Lecanoromycetes	Ascomycota	Fungi
12405	Sticta_densiphyllidiata	Sticta	Peltigeraceae	Peltigerales	Lecanoromycetes	Ascomycota	Fungi
12406	Dendriscocaulon_dendroides	Dendriscocaulon	Peltigeraceae	Peltigerales	Lecanoromycetes	Ascomycota	Fungi
12407	Sticta_cometia	Sticta	Peltigeraceae	Peltigerales	Lecanoromycetes	Ascomycota	Fungi
12408	Rufoplaca_toktoana	Rufoplaca	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi
12409	Fraxinicola_europaea	Fraxinicola	Venturiaceae	Venturiales	Dothideomycetes	Ascomycota	Fungi
12410	Phylloporus_rubeolus	Phylloporus	Boletaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi
12411	Lobothallia_hydrocharis	Lobothallia	Megasporaceae	Pertusariales	Lecanoromycetes	Ascomycota	Fungi
12412	Sticta_andina	Sticta	Peltigeraceae	Peltigerales	Lecanoromycetes	Ascomycota	Fungi
12413	Cortinarius_quercuum	Cortinarius	Cortinariaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12414	Hymenoscyphus_waikaia	Hymenoscyphus	Helotiaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
12415	Cerothallia_subluteoalba	Cerothallia	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi
12416	Neophaeococcomyces_placitae	Neophaeococcomyces	Pyrenotrichaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi
12417	Calocera_tibetica	Calocera	Dacrymycetaceae	Dacrymycetales	Dacrymycetes	Basidiomycota	Fungi
12418	Thelephora_tedersooi	Thelephora	Thelephoraceae	Thelephorales	Agaricomycetes	Basidiomycota	Fungi
12419	Lobothallia_radiosa	Lobothallia	Megasporaceae	Pertusariales	Lecanoromycetes	Ascomycota	Fungi
12420	Buergenerula_spartinae	Buergenerula	Magnaporthaceae	Magnaporthales	Sordariomycetes	Ascomycota	Fungi
12421	Graphilbum_sexdentatum	Graphilbum	Ophiostomataceae	Ophiostomatales	Sordariomycetes	Ascomycota	Fungi
12422	Aculeata_sp	Aculeata	Herpotrichiellaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi
12423	Zygosaccharomyces_bisporus	Zygosaccharomyces	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
12424	Exophiala_lapidea	Exophiala	Herpotrichiellaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi
12425	Zygosaccharomyces_bailii	Zygosaccharomyces	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
12426	Arthroderma_tuberculatum	Arthroderma	Arthrodermataceae	Onygenales	Eurotiomycetes	Ascomycota	Fungi
12427	Arthroderma_melbournense	Arthroderma	Arthrodermataceae	Onygenales	Eurotiomycetes	Ascomycota	Fungi
12428	Arthroderma_sp	Arthroderma	Arthrodermataceae	Onygenales	Eurotiomycetes	Ascomycota	Fungi
12429	Gloeodontia_subasperispora	Gloeodontia	Russulales_fam_Incertae_sedis	Russulales	Agaricomycetes	Basidiomycota	Fungi
12430	Amanita_citrinoannulata	Amanita	Amanitaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12431	Trichoderma_viridicollare	Trichoderma	Hypocreaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
12432	Chrysosporium_vallenarense	Chrysosporium	Onygenaceae	Onygenales	Eurotiomycetes	Ascomycota	Fungi
12433	Fevansia_aurantiaca	Fevansia	Albatrellaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
12434	Boletus_sinoedulis	Boletus	Boletaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi
12435	Acremonium_stroudii	Acremonium	Bionectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
12436	Pseudocenococcum_floridanum	Pseudocenococcum	Gloniaceae	Gloniales	Dothideomycetes	Ascomycota	Fungi
12437	Inocybe_pileosulcata	Inocybe	Inocybaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12438	Dirina_approximata	Dirina	Roccellaceae	Arthoniales	Arthoniomycetes	Ascomycota	Fungi
12439	Craterellus_tubaeformis	Craterellus	Cantharellaceae	Cantharellales	Agaricomycetes	Basidiomycota	Fungi
12440	Dirina_astridae	Dirina	Roccellaceae	Arthoniales	Arthoniomycetes	Ascomycota	Fungi
12441	Malassezia_arunalokei	Malassezia	Malasseziaceae	Malasseziales	Malasseziomycetes	Basidiomycota	Fungi
12442	Pisolithus_calongei	Pisolithus	Sclerodermataceae	Boletales	Agaricomycetes	Basidiomycota	Fungi
12443	Inocybe_ceskae	Inocybe	Inocybaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12444	Inocybe_nothomixtilis	Inocybe	Inocybaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12445	Candida_phangngaensis	Candida	Saccharomycetales_fam_Incertae_sedis	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
12446	Carlosrosaea_sp	Carlosrosaea	Trimorphomycetaceae	Tremellales	Tremellomycetes	Basidiomycota	Fungi
12447	Hygrocybe_mucronella	Hygrocybe	Hygrophoraceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12448	Pseudopyricularia_sp	Pseudopyricularia	Pyriculariaceae	Magnaporthales	Sordariomycetes	Ascomycota	Fungi
12449	Aphanoascus_foetidus	Aphanoascus	Onygenaceae	Onygenales	Eurotiomycetes	Ascomycota	Fungi
12450	Pseudopyricularia_higginsii	Pseudopyricularia	Pyriculariaceae	Magnaporthales	Sordariomycetes	Ascomycota	Fungi
12451	Agrocybe_fimicola	Agrocybe	Strophariaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12452	Pseudopyricularia_javanii	Pseudopyricularia	Pyriculariaceae	Magnaporthales	Sordariomycetes	Ascomycota	Fungi
12453	Epibryon_interlamellare	Epibryon	Epibryaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi
12454	Psilocybe_caerulescens	Psilocybe	Hymenogastraceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12455	Gymnopilus_eucalyptorum	Gymnopilus	Hymenogastraceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12456	Galerina_jaapii	Galerina	Hymenogastraceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12457	Hebeloma_leucosarx	Hebeloma	Hymenogastraceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12458	Tulostoma_domingueziae	Tulostoma	Agaricaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12459	Stropharia_sp	Stropharia	Strophariaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12460	Galerina_pumila	Galerina	Hymenogastraceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12461	Hebeloma_psammophilum	Hebeloma	Hymenogastraceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12462	Hymenogaster_luteus	Hymenogaster	Hymenogastraceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12463	Psilocybe_wayanadensis	Psilocybe	Hymenogastraceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12464	Typhula_setipes	Typhula	Typhulaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12465	Nannizzia_lorica	Nannizzia	Arthrodermataceae	Onygenales	Eurotiomycetes	Ascomycota	Fungi
12466	Hygrocybe_marchii	Hygrocybe	Hygrophoraceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12467	Nannizzia_racemosa	Nannizzia	Arthrodermataceae	Onygenales	Eurotiomycetes	Ascomycota	Fungi
12468	Amanita_gemmata	Amanita	Amanitaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12469	Acidomyces_acidothermus	Acidomyces	Teratosphaeriaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi
12470	Pinaceicola_cordae	Pinaceicola	Sympoventuriaceae	Venturiales	Dothideomycetes	Ascomycota	Fungi
12471	Magnibotryascoma_sp	Magnibotryascoma	Teichosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
12472	Teichospora_austroafricana	Teichospora	Teichosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
12473	Morchella_galilaea	Morchella	Morchellaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
12474	Paracremonium_ellipsoideum	Paracremonium	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
12475	Sirastachys_cyperacearum	Sirastachys	Stachybotryaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
12476	Ruinenia_dracophylli	Ruinenia	Ruineniaceae	Agaricostilbales	Agaricostilbomycetes	Basidiomycota	Fungi
12477	Amblyosporium_botrytis	Amblyosporium	Pezizomycotina_fam_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_cls_Incertae_sedis	Ascomycota	Fungi
12478	Umbilicaria_nodulospora	Umbilicaria	Umbilicariaceae	Umbilicariales	Lecanoromycetes	Ascomycota	Fungi
12479	Serusiauxiella_sinensis	Serusiauxiella	Strigulaceae	Strigulales	Dothideomycetes	Ascomycota	Fungi
12480	Umbilicaria_subglabra	Umbilicaria	Umbilicariaceae	Umbilicariales	Lecanoromycetes	Ascomycota	Fungi
12481	Serusiauxiella_flagellata	Serusiauxiella	Strigulaceae	Strigulales	Dothideomycetes	Ascomycota	Fungi
12482	Geopyxis_majalis	Geopyxis	Tarzettaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
12483	Erioscyphella_abnormis	Erioscyphella	Lachnaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
12484	Nakazawaea_molendinolei	Nakazawaea	Saccharomycetales_fam_Incertae_sedis	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
12485	Mitrulinia_ushuaiae	Mitrulinia	Helotiales_fam_Incertae_sedis	Helotiales	Leotiomycetes	Ascomycota	Fungi
12486	Melampsoridium_hiratsukanum	Melampsoridium	Pucciniastraceae	Pucciniales	Pucciniomycetes	Basidiomycota	Fungi
12487	Cytospora_tibetensis	Cytospora	Cytosporaceae	Diaporthales	Sordariomycetes	Ascomycota	Fungi
12488	Inocybe_avia	Inocybe	Inocybaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12489	Kazachstania_kunashirensis	Kazachstania	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
12490	Baltazaria_galactina	Baltazaria	Peniophoraceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
12491	Coryneum_gigasporum	Coryneum	Coryneaceae	Diaporthales	Sordariomycetes	Ascomycota	Fungi
12492	Lachnum_clandestinum	Lachnum	Lachnaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
12493	Wilcoxina_rehmii	Wilcoxina	Pyronemataceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
12494	Neocamarosporium_leipoldtiae	Neocamarosporium	Neocamarosporiaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
12495	Roesleria_sp	Roesleria	Helotiaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
12496	Sporormiella_intermedia	Sporormiella	Sporormiaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
12497	Lachnellula_resinaria	Lachnellula	Lachnaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
12498	Atrocalyx_lignicola	Atrocalyx	Lophiotremataceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
12499	Candida_inconspicua	Candida	Saccharomycetales_fam_Incertae_sedis	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
12500	Wickerhamiella_shivajii	Wickerhamiella	Trichomonascaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
12501	Aleurodiscus_tropicus	Aleurodiscus	Stereaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
12502	Pyrenopolyporus_tonngachangensis	Pyrenopolyporus	Hypoxylaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi
12503	Rhexodenticula_acaciae	Rhexodenticula	Sordariales_fam_Incertae_sedis	Sordariales	Sordariomycetes	Ascomycota	Fungi
12504	Cordana_bisbyi	Cordana	Cordanaceae	Coniochaetales	Sordariomycetes	Ascomycota	Fungi
12505	Phylloporus_biyangensis	Phylloporus	Boletaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi
12506	Meristemomyces_arctostaphyli	Meristemomyces	Teratosphaeriaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi
12507	Bulbithecium_hyalosporum	Bulbithecium	Hypocreales_fam_Incertae_sedis	Hypocreales	Sordariomycetes	Ascomycota	Fungi
12508	Ryvardenia_campyla	Ryvardenia	Polyporales_fam_Incertae_sedis	Polyporales	Agaricomycetes	Basidiomycota	Fungi
12509	Bulbithecium_pinkertoniae	Bulbithecium	Hypocreales_fam_Incertae_sedis	Hypocreales	Sordariomycetes	Ascomycota	Fungi
12510	Hydnum_alboluteum	Hydnum	Hydnaceae	Cantharellales	Agaricomycetes	Basidiomycota	Fungi
12511	Phylloporus_bellus	Phylloporus	Boletaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi
12512	Ambispora_leptoticha	Ambispora	Ambisporaceae	Archaeosporales	Archaeosporomycetes	Glomeromycota	Fungi
12513	Coleroa_circinans	Coleroa	Venturiaceae	Venturiales	Dothideomycetes	Ascomycota	Fungi
12514	Parafusicladium_amoenum	Parafusicladium	Sympoventuriaceae	Venturiales	Dothideomycetes	Ascomycota	Fungi
12515	Venturia_cerasi	Venturia	Venturiaceae	Venturiales	Dothideomycetes	Ascomycota	Fungi
12516	Septonema_fasciculare	Septonema	Cylindrosympodiaceae	Venturiales	Dothideomycetes	Ascomycota	Fungi
12517	Bipolaris_saccharicola	Bipolaris	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
12518	Bryoria_kockiana	Bryoria	Parmeliaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi
12519	Dictyosporium_stellatum	Dictyosporium	Dictyosporiaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
12520	Bipolaris_drechsleri	Bipolaris	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
12521	Bipolaris_secalis	Bipolaris	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
12522	Dictyosporium_tubulatum	Dictyosporium	Dictyosporiaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
12523	Entoloma_verae	Entoloma	Entolomataceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12524	Inocybe_rufoflavipes	Inocybe	Inocybaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12525	Inocybe_vestipedes	Inocybe	Inocybaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
12526	Endocena_buckii	Endocena	Icmadophilaceae	Pertusariales	Lecanoromycetes	Ascomycota	Fungi
12527	Ophiobolus_hydei	Ophiobolus	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
12528	Dasyscyphella_longistipitata	Dasyscyphella	Lachnaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
12529	Venturia_nashicola	Venturia	Venturiaceae	Venturiales	Dothideomycetes	Ascomycota	Fungi
12530	Brycekendrickomyces_acaciae	Brycekendrickomyces	Herpotrichiellaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi
12531	Pseudoplectania_lignicola	Pseudoplectania	Sarcosomataceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
12532	Deniquelata_sp	Deniquelata	Didymosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
12533	Paracostantinella_sp	Paracostantinella	Ascomycota_fam_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_cls_Incertae_sedis	Ascomycota	Fungi
12534	Massariosphaeria_roumeguerei	Massariosphaeria	Cyclothyriellaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
12535	Byssocorticium_pulchrum	Byssocorticium	Byssocorticiaceae	Atheliales	Agaricomycetes	Basidiomycota	Fungi
